name,state,url,location,summit_elevation,base_elevation,vertical_drop,skiable_area,number_of_trails,number_of_lifts,annual_snowfall,website,coordinates,owner_operator,opening_year,status
Mount Hood Meadows,Oregon,https://en.wikipedia.org/wiki/Mount_Hood_Meadows,"Mount Hood , Oregon","7,300 feet (2,225 m)","4,523 feet (1,379 m)","2,777 feet (846 m)","2,150 acres (8.7 km 2 )",87,,"430 inches (1,100 cm)",http://www.skihood.com/,45°19′44″N 121°39′45″W ﻿ / ﻿ 45.32889°N 121.66250°W ﻿ / 45.32889; -121.66250,,,
Mount Hood Skibowl,Oregon,https://en.wikipedia.org/wiki/Mount_Hood_Skibowl,"Mount Hood , Clackamas County, Oregon , US","5,027 feet (1,532 m)","3,500 feet (1,067 m)",,960 acres (388 ha),65 20% beginner 40% intermediate 40% advanced,,yearly snowfall: 25 ft (7.62 m) average pack: 8 ft (2.44 m),https://www.skibowl.com/,45°18′07″N 121°46′24″W ﻿ / ﻿ 45.30189°N 121.773212°W ﻿ / 45.30189; -121.773212,,,
Timberline Lodge,Oregon,https://en.wikipedia.org/wiki/Timberline_Lodge_ski_area,"Mount Hood , Clackamas County, Oregon , US","8,540 ft (2,603 m)","4,000 ft (1,219 m)","4,540 ft (1,384 m)","1,685 acres (682 ha)",35,,yearly snowfall: 45 ft (14 m) average pack: 15 ft (4.6 m),http://www.timberlinelodge.com/,45°20′N 121°43′W ﻿ / ﻿ 45.33°N 121.71°W ﻿ / 45.33; -121.71,,,
Warner Canyon,Oregon,https://en.wikipedia.org/wiki/Warner_Canyon,"Lake County , Oregon , US","6,683 feet (2,037 m)","5,683 feet (1,732 m)",780,300 acres (120 ha),22,,"150 inches (3,800 mm)",https://www.warnercanyonski.com/,42°14′15″N 120°17′45″W ﻿ / ﻿ 42.23749°N 120.29583°W ﻿ / 42.23749; -120.29583,,,
Willamette Pass,Oregon,https://en.wikipedia.org/wiki/Willamette_Pass_Resort,"Cascade Range , Klamath County, Oregon United States","6,683 ft (2,037 m)","5,120 ft (1,561 m)","1,563 ft (476 m)",555 acres (2.25 km 2 ),29 total - 20% Beginner - 45% Intermediate - 35% Advanced / Expert,,430 in (10.9 m) per year,http://www.willamettepass.ski,43°36′00″N 122°02′10″W ﻿ / ﻿ 43.60°N 122.036°W ﻿ / 43.60; -122.036,,,Operating
49 Degrees North,Washington,https://en.wikipedia.org/wiki/49_Degrees_North_Ski_Area,"Colville National Forest Stevens County , Washington","5,774 ft (1,760 m)","3,923 ft (1,196 m)","1,851 ft (564 m)","2,325 acres (9.4 km 2 )",82 – 30% easiest – 40% more difficult – 25% most difficult – 5% experts only,,301 inches (760 cm),http://www.ski49n.com/,48°18′04″N 117°33′47″W ﻿ / ﻿ 48.301°N 117.563°W ﻿ / 48.301; -117.563,,,
Badger Mountain,Washington,https://en.wikipedia.org/wiki/Badger_Mountain_Ski_Area,"Douglas County, Washington , USA","3,470 ft (1,060 m)","3,145 ft (959 m)",,"10 acres (40,000 m 2 )",5-7? -31% easiest -19% more difficult -15% mixed difficulty -35% most difficult,,10 ft (3.0 m),http://www.skibadgermt.com/,47°36′46″N 120°07′47″W ﻿ / ﻿ 47.61273°N 120.12978°W ﻿ / 47.61273; -120.12978,,,
Crystal Mountain,Washington,https://en.wikipedia.org/wiki/Crystal_Mountain_(Washington),"Mount Baker-Snoqualmie National Forest Pierce County , Washington , U.S.","7,012 ft (2,137 m) 6,992 ft (2,131 m) - lifts","3,912 ft (1,192 m) 4,400 ft (1,341 m) - lifts","3,100 ft (945 m) 2,592 ft (790 m) - lifts","2,600 acres (10.5 km 2 ) lift serviced: 2,300 acres (9.3 km 2 ) inbounds backcountry: 300 acres (1.2 km 2 )",80 (57 designated trails) - 11% easiest - 54% more difficult - 35% most difficult,,350 in (29.2 ft; 8.9 m),https://www.crystalmountainresort.com/,46°56′N 121°29′W ﻿ / ﻿ 46.93°N 121.48°W ﻿ / 46.93; -121.48,Alterra Mountain Company,December 1962 ; 63 years ago ( 1962-12 ),Operating
Echo Valley,Washington,https://en.wikipedia.org/wiki/Echo_Valley_Ski_Area,"Chelan County, Washington , USA",3900 ft,3000 ft,,"70 acres (280,000 m 2 )",,,,https://skiechovalley.com/,47°56′09″N 120°03′22″W ﻿ / ﻿ 47.93583°N 120.05611°W ﻿ / 47.93583; -120.05611,,,
Hurricane Ridge,Washington,https://en.wikipedia.org/wiki/Hurricane_Ridge_Ski_and_Snowboard_Area,"Olympic National Park , Washington , U.S.","5,500 feet (1,676 m)","4,800 feet (1,463 m)",700 feet (213 m),,10,,400 inches (33.3 ft; 10.2 m),http://www.hurricaneridge.net,47°58′16″N 123°29′35″W ﻿ / ﻿ 47.971°N 123.493°W ﻿ / 47.971; -123.493,,,
Leavenworth Ski Hill,Washington,https://en.wikipedia.org/wiki/Leavenworth_Ski_Hill,"Leavenworth , Washington , United States",,,,,,,,http://www.skileavenworth.com/,47°36′51″N 120°40′13″W ﻿ / ﻿ 47.61427°N 120.67027°W ﻿ / 47.61427; -120.67027,,,
Loup Loup Ski Bowl,Washington,https://en.wikipedia.org/wiki/Loup_Loup_Ski_Bowl,"Loup Loup Pass , Okanogan County , Washington , USA","5,280 ft (1,610 m)","4,040 ft (1,230 m)",,550 acres (2.2 km 2 ),10,,12.5 ft (3.8 m),http://www.skitheloup.com/,48°23′41″N 119°54′46″W ﻿ / ﻿ 48.39472°N 119.91278°W ﻿ / 48.39472; -119.91278,,,
Meany Lodge,Washington,https://en.wikipedia.org/wiki/Meany_Lodge,"near Stampede Pass , Washington , US","3,200 ft (980 m)","2,800 ft (850 m)",440',54 acres,32 (4 groomed),,NWS weather report,http://www.meanylodge.org,47°16′49″N 121°19′14″W ﻿ / ﻿ 47.28028°N 121.32056°W ﻿ / 47.28028; -121.32056,,,
Mission Ridge,Washington,https://en.wikipedia.org/wiki/Mission_Ridge_Ski_Area,"Chelan County , Washington","6,820 feet (2,079 m)","4,570 feet (1,393 m)","2,250 feet (686 m)","2,000 acres (8.1 km 2 )",36 10% easiest 60% more difficult 30% most difficult,,200 inches (16.7 ft; 5.1 m),http://www.missionridge.com,47°17′31″N 120°23′56″W ﻿ / ﻿ 47.292°N 120.399°W ﻿ / 47.292; -120.399,,,
Mt. Baker,Washington,https://en.wikipedia.org/wiki/Mt._Baker_Ski_Area,"Glacier, Washington , U.S.","5,089 ft (1,551 m)","3,500 ft (1,067 m) White Salmon Base Area 4,300 ft (1,310 m) Heather Meadows Base Area","1,589 ft (484 m)","1,000 acres (4.0 km 2 )",31 - 24% easiest - 45% more difficult - 31% most difficult,,641 in (53.4 ft; 16.3 m),https://www.mtbaker.us,48°51′43″N 121°39′14″W ﻿ / ﻿ 48.862°N 121.654°W ﻿ / 48.862; -121.654,,,
Mount Spokane,Washington,https://en.wikipedia.org/wiki/Mount_Spokane_Ski_and_Snowboard_Park,"Mount Spokane State Park , Spokane County , Washington , U.S.","5,889 ft (1,795 m)","4,400 ft (1,340 m) lodge 2 base area 3,818 ft (1,164 m) lowest lift base, #4","2,071 ft (631 m)","1,704 acres (6.9 km 2 )",52 (16 night runs) - 23% easiest - 62% more difficult - 15% most difficult,,250 in (640 cm),https://www.mtspokane.com,47°55′19″N 117°05′49″W ﻿ / ﻿ 47.922°N 117.097°W ﻿ / 47.922; -117.097,,,
Sahalie Ski Club,Washington,https://en.wikipedia.org/w/index.php?title=Sahalie_Ski_Club&action=edit&redlink=1,,,,,,,,,,,,,
Sitzmark Ski Area,Washington,https://en.wikipedia.org/wiki/Sitzmark_Ski_Area,"Okanogan County , Washington , U.S.","4,950 ft (1,510 m)","4,300 ft (1,300 m)",650 ft (200 m),80 acres (0.3 km 2 ),10 - 2 easiest - 4 more difficult - 5 most difficult,,"60 inches (1,500 mm)",https://www.facebook.com/SitzmarkSkiArea/,48°51′54″N 119°09′50″W ﻿ / ﻿ 48.865°N 119.164°W ﻿ / 48.865; -119.164,,,
Ski Bluewood,Washington,https://en.wikipedia.org/wiki/Ski_Bluewood,"Umatilla National Forest Columbia County , Washington , U.S.","5,670 ft (1,728 m)","4,545 ft (1,385 m)","1,125 ft (343 m)",530 acres (2.1 km 2 ),24 - 27% easiest - 43% more difficult - 30% most difficult,,300 inches (760 cm),http://www.bluewood.com,46°04′55″N 117°51′04″W ﻿ / ﻿ 46.082°N 117.851°W ﻿ / 46.082; -117.851,,,
Stevens Pass,Washington,https://en.wikipedia.org/wiki/Stevens_Pass_Ski_Area,"King County , near Skykomish , Washington , U.S.","5,845 ft (1,782 m) Cowboy Mountain 5,600 ft (1,700 m) Big Chief Mountain","4,061 ft (1,238 m) main base area 3,821 ft (1,165 m) Mill Valley","1,800 ft (549 m)","1,125 acres (4.55 km 2 )",37 - 11% easiest - 54% more difficult - 35% most difficult,,"450 in (38 ft; 1,100 cm)",https://www.stevenspass.com/,47°44′41″N 121°5′20″W ﻿ / ﻿ 47.74472°N 121.08889°W ﻿ / 47.74472; -121.08889,Vail Resorts,1937,Operating
The Summit at Snoqualmie,Washington,https://en.wikipedia.org/wiki/The_Summit_at_Snoqualmie,"Snoqualmie Pass , Washington , U.S.","5,420 ft (1,652 m) (Alpental)","2,610 ft (796 m) (Summit East)","2,280 ft (695 m) Alpental – 2,280 ft (695 m) Summit Central – 1,025 ft (312 m) West – 765 ft (233 m) East – 1,100 ft (335 m)","1,914 acres (7.7 km 2 ) (combined)",62 (combined) - 14% easiest - 45% more difficult - 41% most difficult,,435 inches (36.3 ft; 11.0 m),http://www.summitatsnoqualmie.com/,47°25′26″N 121°24′58″W ﻿ / ﻿ 47.424°N 121.416°W ﻿ / 47.424; -121.416,Boyne Resorts,,Operating
White Pass,Washington,https://en.wikipedia.org/wiki/White_Pass_Ski_Area,"White Pass , Washington","6,500 ft (1,980 m)","4,500 ft (1,370 m)","2,000 ft (610 m)","1,402 acres (5.7 km 2 )",45 - 30% Beginner - 50% Intermediate - 20% Advanced,,350 in (29 ft; 890 cm),https://skiwhitepass.com/,46°38′17″N 121°23′28″W ﻿ / ﻿ 46.638°N 121.391°W ﻿ / 46.638; -121.391,,,
